Alternative New Code,D365 Name,Serial Required
2070040390,"KEY, COMBINATION, WRENCH, 27 MM",no
2070040400,"KEY, ADJUSTABLE, 12""",no
2070041450,"MAGNETIC CAP, 1ST RED",no
1040002400,"2ND HAND, MAGNETIC CAP, 1ST REDUCTION",no
2070040410,"KEY, COMBINATION, WRENCH, 26 MM",no
2070041460,"EXTENSION, RACHET OR LEVER, ENCASTE 3/4""",no
2070041470,"KEY, MIXTA, 25 MM",no
2070040420,"KEY, COMBINATION, WRENCH, 23 MM",no
2070035550,"HAMMER, BALL",no
2050035220,"PRESSURE CLAMPS 10""",no
2070042150,"TOOL, GRAVING, RIGHT PILL, 1/2""",no
2070042160,"TOOL, CARVING, PILL, LEFT,  1/2""",no
2070042170,"ENGRAVING TOOL, TABLET, 1/2""",no
2070034410,"CHISEL, MASONRY, 1/2",no
1050004000,"SAW BLADE, STANDARD, 18""",no
1050004150,"SAW BLADE, THIN, 24""",no
2070014130,"FLAT SCREW, 3/32""X 2 1/2""",no
2070022510,"ADAPTOR, F/SOCKET CONECTION 1/2"" H-3/4"" M",no
2070033760,"ALLEN KEY SET, IMP  & METRIC, 1.5 - 10MM, 6022800K, KENNEDY",no
2070033770,"ALLEN KEY, 1/16""- 3/8"", KIT",no
2070033780,"ALLEN KEY, NORMAL, 3/4""",no
2070033790,"ALLEN KEY, 3/8"", NORMAL",no
2070033800,"ALLEN KEY SET, EXTRA LENGTH, METRIC",no
2070033810,"ALLEN KEY, LENGHT, 1/2""",no
2070033820,"ALLEN KEY, 12 MM, EXTRA LONG",no
2070033830,"ALLEN KEY, 17 MM, EXTRA LONG",no
2070033840,"ALLEN KEY, 19 MM, EXTRA LONG",no
2070033850,"ALLEN KEY, 5 MM, EXTRA LONG",no
2070033860,"ALLEN KEY, 5/8"", EXTRA LONG",no
2070033870,"ALLEN KEY, 6 MM,  EXTRA LONG",no
2070033880,"ALLEN KEY, 14 MM",no
2070033890,"ALLEN KEY, NO 17",no
2070033900,"ALLEN KEY, NO 19",no
2070033910,"ALLEN KEY, NO 22",no
2070033920,"ALLEN KEY, 24 MM, STD",no
2070033930,"ALLEN KEY, NO 27",no
2070033940,"ALLEN KEY, NORMAL, 1/16"" TO 1/2""",no
2070033950,"ALLEN KEY, 1/4""",no
2070037530,"SOCKET, ALLEN KEY, IMPACT, ENC.1""X 19MM, SUNEX",no
2070038110,"SOCKET, ALLEN KEY, IMPACT, ENC.1""X 27MM, SUNEX",no
2050005900,"BEARING, EXTRACTOR, 3 NAILS, TMMP 3 X 320",no
2070042180,"BENCH SCREW, 8""",no
2070033550,"BENCH VICE, 150mm JAW",no
2070041480,"BLADE FRAME, MECHANIC, 12""",no
2070034420,"CHISEL, STEEL, 5"", 18-937",no
2070034670,"CROWBAR HEEL, ALUMINUM, 1.50 M",no
2070034680,"CROWBAR HEEL, ALUMINUM, 1.80 M",no
2070034690,"CROWBAR HEEL, ALUMINUM, 2.10 M",no
2070034700,"CROWBAR HEEL, ALUMINUM, 2.40 M",no
2070034710,"CROWBAR HEEL, ALUMINUM, 2.60 M",no
2070034720,"CROWBAR HEEL, HEXAGONAL, 1.80M X 1 [63] 55-175",no
2070036470,"PLIERS, CUTTING, 6""",no
2070036480,"PLIERS, CUTTING, 8""",no
2070033240,DIAL GAUGE 0 - 10 MM. X 0.01 MM2046,no
2070034320,"CALIPER, DIGITAL, 300MM, VERNIER",no
2070034880,"DRILL, ELECTRIC, HAND, Ø1 - 13mm CHUCK",no
2070034890,"DRILL, ELECTRIC, MAGNETIC BASE, DRILL,  Ø1 - 13mm CHUCK",no
2070040430,"WRENCH, END, 6 TO 19 MM",no
2070038660,"COMBINED KEY, 17 MM",no
2070038670,"COMBINED KEY, 19 MM",no
2070040440,"WRENCH, END, N 28",no
2070038680,"COMBINED KEY, 9 MM",no
2070040450,"KEY, COMBINATION, WRENCH, NO 10",no
2070041490,"KEY, MIX, N 11",no
2070038690,"COMBINED KEY, 12 MM",no
2070038700,"COMBINED KEY, 13 MM",no
2070040460,"KEY, COMBINATION, WRENCH, NO 14",no
2070038710,"COMBINED KEY, 16 MM",no
1040002410,"2ND HAND, END WRENCH Nº 16      ",no
2070040470,"KEY, COMBINATION, WRENCH, 22 MM",no
2070040480,"WRENCH, END, N 24",no
2070040490,"WRENCH, END, N 30",no
2070040500,"WRENCH, END, N 36",no
2070041500,"KEY, MIX, N 8",no
2070040510,"FRENCH KEY, NO 18",no
2070040520,"FRENCH KEY, NO 6",no
2070040530,"FRENCH KEY, NO 8",no
2070040540,"FRENCH KEY, NO 12",no
2070035170,"GRINDER, ANGULAR, 4.5""",no
2070035180,"GRINDER, ANGULAR, 9""",no
2070035560,"HAMMER, 8LB, 3.6KG",no
2070035570,"HAMMER, 10LB",no
2070035580,"HAMMER, 12LB, 4,5KG",no
2070035590,"HAMMER, COPPER 16LB",no
2070035600,"HAMMER, CARPENTER",no
2070036960,"SAW, HAND, 18""",no
2070037540,"SOCKET, ALLEN KEY, 3/4"" X 1"" PUSH, GEDORE",no
2070038120,"SOCKET, IMPACT, 1/2"" (29 PZAS), 2-85-584,STANLEY",no
2070037550,"SOCKET, IMPACT, 19 MM, DRIVER 3/4""",no
2070037560,"SOCKET, IMPACT, 22 MM, CONECTION 1""",no
2070037570,"SOCKET, IMPACT, 38 MM, DRIVER 3/4""",no
2070037580,"SOCKET, IMPACT, 24 MM, DRIVER 3/4""",no
2070039940,"BLADE, UTILITY KNIFE, STANLEY",no
2070039950,"KNIFE, UTILITY, STANLEY",no
2070035980,"LADDER, ALUMINUM, 10 STEPS",no
2070035990,"LADDER, D / SCISSOR, SIMPL.ACCE.10PEL.C / PLAT.3.05 M",no
2070036000,"LADDER, METAL, C/RAILING, 500MM X 900MM X 1900MM",no
2070036010,"LADDER, ALUMINIUM, EXTENSION, 6m",no
2070041510,"LIME, CYLINDRICAL ROTATIVE, 1/2"" X 1.1/4""",no
2070034970,"FILE, ROTARY CARBIDE, FP50-SL4-TINA",no
1110001080,"PADLOCK, MULTICHECKED CLAMP, LOCK OUT",no
2070036490,"PLIERS, LONG NOSE, 6""",no
2070034430,"CHISEL, MEDIUM, KIT 6 UN",no
1120001990,"MARKER, STAMP, ALPHABETIC, 12 MM",no
2070042190,"METAL HAND STAMP, NUMERIC, 0-9, 10MM",no
1120002000,"MARKER, STAMP, NUMERIC, 0-9, 12MM",no
2070036130,"TAPE MEASURE, 3 M",no
2070036140,"TAPE MEASURE, 50 M",no
2070042200,Meter Taper Measurement 5Mt,no
2070036150,"TAPE MEASURE, 8 M",no
2070036210,MICROMETER 0-25MM EXTERNAL,no
2070035190,"GRINDER, PENCIL, GGS 27 LC PROFFESIONAL",no
2070041520,"BOX D / TOOL, PLASTIC, 18"", METAL-STA CLUTCH",no
2070041530,"PRESS""C"", 5""",no
2020013860,"PRESS, TERMINALS",no
2020013870,"TERMINAL, CABLE GLAND, 1""",no
2020013880,"TERMINAL, CABLE GLAND, 2.1/2""",no
2070036500,"PLIERS, PRESS, 10""",no
2070036510,"PLIERS, PRESS, 12""",no
2050035230,"REAMER PROFILER, REAMERS, DHE-01-702",no
2070037170,"SREWDRIVER, FLAT, 0-62-573 (10 UND), STANLEY",no
2070037180,"SREWDRIVER, CROSS, 1/4""X 12""",no
2070036520,"PLIERS, SEEGER, 85-165 MM",no
2070042210,"BORESIGHT, LAZER, .223 CALIBRE",no
2070034980,"FILE, FLAT, SINGLE CUT, BASTARD, 10""",no
2070034990,"FILE, FLAT, SINGLE CUT, BASTARD, 12""",no
2050035240,"LIME, HALF CAÑA, 6MM",no
2070035000,"FILE, HALF ROUND, BASTARD, 12""",no
2070035010,"FILE, ROUND, SINGLE CUT BASTARD, 12""",no
2070035020,"FILE, TRIANGLE, SINGLE CUT BASTARD, 12""",no
2070037590,"SOCKET, IMPACT, 19 MM, DRIVER 1 ''",no
2070038130,"SOCKET IMPACT WITH CONTROL 1""AND OUTPUT ALLEN OF 17MM",no
2070037600,"SOCKET, HEX, 8 A 24MM",no
2070037610,"SOCKET, HEX, 19 MM, CONECTION 3/4""",no
2070037620,"SOCKET, HEX, 24 MM, SOCKET 3/4",no
2070037630,"SOCKET 30 MM, DRIVER 3/4""",no
2070037640,"SOCKET, IMPACT, 46MM, DRIVER 3/4 ''",no
2070037650,"DONE, HEX, 36 MM, DRIVER 3/4""",no
2070037660,"SOCKET, HEX, 46 MM, CONECTION 3/4""",no
2070038140,"ALLEN SOCKET, 3/4 X 14Mm",no
2070037670,"SOCKET, TYPE U, P/PRESS, Y-35/Y-750 25MM2(4AWG)-BURNDY",no
2070037680,"SOCKET, TYPE U, P/PRESS, Y-35/Y-750 35MM2(2AWG)-BURNDY",no
2070034330,"SPRING CALIPER, EXTERNAL, 18""",no
2070034340,"SPRING CALIPER, 18""",no
2050027870,"MAGNETIC, BASE, 7010, STANDARD",no
2070034440,"CHISEL, STEEL, 3/4""X 6""",no
2070041540,"BOX D / TOOL, STEEL, 5 LEVELS",no
2070040550,"STILLSON, KEY, 10""",no
2070040560,"STILLSON KEY, 12""",no
2070040570,"KEY STILLSON, 14""",no
2070040580,"STILLSON KEY, 18''",no
2070040590,"STILLSON KEY, 24""",no
2070040600,"STILLSON KEY, 36""",no
2070040610,"STILLSON, KEY, 8""",no
2070040620,"WRENCH, STRIKING, 1.7 / 8""",no
2070040630,"WRENCH, STRIKING, N.55",no
2070040640,"WRENCH, STRIKING, N.46",no
2070039410,"TAP, THREADED, 1"", NPT",no
2070039420,"TAP, THREADED, 1/2""",no
2070039430,"TAP, THREADED, 1/2"", NPT, RAIN",no
2070022520,"ADAPTOR, MALE, 1/4"", NPT",no
2070039440,"TAP, THREADED, 1 1/4"",NPT",no
2070039450,"TAP, THREADED, 1/8""NPT",no
2070039460,"TAP, THREADED 3/16"",NPT",no
2070039470,"TAP, THREADED, 3/4""",no
2070039480,"TAP, THREADED, 3/4"", URANGA",no
2070022530,"ADAPTOR, MALE, 3/8"", NPT",no
2070039490,"TAP, THREADED, 3/8"", NPT",no
2070039500,"TAP, THREADED, 5/16""",no
2070039510,"TAP, THREADED, 7/16""",no
2070039520,"TAP, THREADED, M10",no
2070039530,"TAP, THREADED, M12",no
2070039540,"TAP, THREADING, M16",no
2070039550,"TAP, THREADED, M18, URANGA",no
2070039560,"TAP, THREADED, M20",no
2070039570,"TAP, THREADED, M24",no
2070039580,"TAP SET, M3 X 0.5",no
2070039590,"TAP, THREADED, M30",no
2070039600,"TAP, THREADED, M36",no
2070039610,"TAP SET, M4 X 0.7",no
2070039620,"TAP, THREADED, M05",no
2070039630,"TAP, THREADED, M06",no
2070039640,"TAP, THREADED, M08",no
2070039650,"TAP, THREADED, M08, URANGA",no
2070039800,"TOOLBOX, VONDER",no
2070042220,"TORQUE METER, 20-150 FT/LB",no
2070039860,"TORQUE METER, ENC.3/8"", 27-108 N/M, STANLEY",no
2070042230,"TORQUE METER, 20-210 N/M",no
2070042240,"TORQUE METER, 2000 NM, TL700",no
2070039870,"TORQUE MULTIPL, 3500Nm, 1/2"" IN X 1"" OUT, TM-35W, HIGHREACH",no
2070036530,"PLIERS, UNIVERSAL, 9""",no
2070040010,"VERNIER CALIPER, 0 - 300mm",no
2070034350,"CALIPER, 1-150MM",no
1050008430,"WELDING WIRE, TYPE AX, 220V 300W",no
1050008440,"WELDING WIRE, TYPE PENCIL, 220V 300W",no
2070036540,"PLIERS, WIRE STRIPPING",no
2070041550,"LEVER, ADJUSTABLE, THERMOPLASTIC, XCKY41",no
2070040650,"WRENCH, RACHET, 3/4""",no
2070037190,"SREWDRIVER, 2-65-005, 10 PZS",no
2070042250,"THREADING TOOL, HAND, #2, M4-12MM",no
2050035250,"TEST SOLENOID, IRON, FAST DIRECTIONAL",no
2070039960,"PALETTE KNIFE, MEDIUM",no
2070040660,"IMPACT WRENCH, HTC-WR16SE",no
2070038150,"DRIVE SOCKET SET, 1/4“",no
2070034630,"CRIMPING TOOL, BM549 RJ45",no
2070040020,"VERNIER CALIPER, 0 - 200mm",no
1040002420,"RUBBER MALLET, 900G",no
2050027880,FEELER GAUGE,no
1050003130,"BRUSH, CUP WIRE, 1 1/8""",no
2070035030,"FILE, FLAT, 8""",no
2070039660,"TAP, THREADING, M48",no
1080002110,"ROD, THREADED, M8 X 1.25",no
2070033250,"THREAD GAUGE, METRIC",no
2070042260,"SOCKET, 36MM X 3/4'' PUSH",no
1050006530,"TOOL HOLDER, WNMG 06 S205 MWLNR - 0, ISCAR",no
2070036160,"TAPE MEASURE, 10 M",no
2070038720,"SPANNER, COMBINATION, 32mm",no
2070038730,"COMBINED KEY, 15 MM",no
2070038740,"COMBINED KEY, 18 MM",no
2070038750,"COMBINED KEY, 20 MM",no
2070038760,"COMBINED KEY, 38 MM",no
2050035260,"PLASTIC BOX, 28LTS",no
2070033560,"SPIRIT LEVEL, ALUMINIUM, 1m",no
2070037200,"SCREWDRIVER, SET, FLAT & PHILLIP SET",no
2070039970,"PALETTE KNIFE, 100 MM",no
2070040670,"IMPACT WRENCH, PNEUMATIC, 1/2"" DRIVE",no
2070034730,"CROWBAR, 2.1m",no
2070043120,"CUTTER SPECIAL TOOLS - COMPLETE SET, CUT-02-074",no
2070043530,"SPECIAL TOOL, SMALL CAT SEAL PRESS-IN, CUTTERS, CUT-02-075",no
2070043880,"JIGGING, CUTTER SPECIAL TOOLS, COMPLETE SET, CUT-02-008",no
2070043540,"SPECIAL TOOL, PRESS-MAIN FRAME, CUTTERS, CUT-02-001",no
2070043130,"CUTTER SPECIAL TOOLS - COMPLETE SET, CUT-02-005",no
2070043230,"TOOLKIT, BOTTOM RING, CUTTERS, CUT-02-072",no
2070043240,"TOOLKIT, BEARING LOCATING SPACER, CUTTERS, CUT-02-070",no
2070043250,"TOOLKIT, REAR COVER PRESS OFF RING, CUTTERS, CUT-02-069",no
2070043140,"CUTTER TOOLKIT - JACKING BILLETS, CUT-02-073",no
2070043550,"TOOLKIT, OUTER RACE PRESS OUT, CUTTERS, CUT-02-006",no
2070043260,"TOOLKIT, OUTER RACE WASHER, CUTTERS, CUT-02-061",no
2070043270,"TOOLKIT, O-RING GAUGE, CUTTERS, CUT-02-108",no
2070043280,"TOOLKIT, BEARING PRESS-IN WASHER, CUTTERS, CUT-02-062",no
2070043150,"CUTTER TOOLKIT, BIG CAT SEAL RAMP, PROFILE GAUGE,CUT-02-109",no
2070043290,"TOOLKIT, SMALL CAT SEAL RAMP PROF GAUGE, CUTTERS, CUT-02-110",no
2070043560,"LIFTING TOOL, CUTTER TOOLKIT, CHUCK, CUT-02-131",no
2070040680,"WRENCH, TORQUE, ADJUSTABLE, 1/2"" SQUARE DRIVE, 300 Nm",no
2050027890,"MIRROR, INSPECTION, TELESCOPIC, ARTICULATED HEAD",no
2070038160,"SOCKET, ALLEN KEY, 27 MM X 1.1/2"" DRIVE",no
2070042270,"TOOL, HELICOIL INSTALLATION, M36 X 4",no
2070042280,"TOOL, HELICOIL INSTALLATION, M30 X 3.5",no
2070042290,"TOOL, HELICOIL INSTALLATION, M12 X 1.75",no
2050020910,"CLAMP, EARTH, CUTTING TORCH, ARCAIR K4000",no
2070040140,WHEELBARROW,no
2070042300,"SOCKET IMPACT 36 MM, DRIVER 1.1/4""",no
1090001770,"SHACKLE, 1.1/2"", FORGED STEEL",no
2070040690,End Wrench 41Mm,no
2070040700,"KEY, COMBINATION, WRENCH, NO 50",no
2070041560,"MANUAL FOR TAP, THREADED, 1/4""- 1 1/8""",no
2070037210,"SREWDRIVER FLAT 1/4""X 8""",no
2070033960,"ALLEN KEY, 6 MM",no
2070033970,"ALLEN KEY, 8 MM",no
2070033980,"ALLEN KEY, 10 MM",no
2070033990,"ALLEN KEY, 12 MM",no
2070040710,"KEY, ADJUSTABLE, 15""",no
2070037220,"CROSS SREWDRIVER, 1/4""X 8""",no
2070037230,"CROSS SREWDRIVER, 5/16""X 10""",no
2070037240,"SREWDRIVER, FLAT, 5/16"" X 10""",no
2070040720,"KEY, COMBINATION, WRENCH, NO 15",no
2070040730,"KEY, COMBINATION, WRENCH, 7 - 19 MM",no
2070040180,"ELECTRICIAN CLAMP, PLIERS, 259GHL",no
2070035610,"HAMMER, 4LB",no
2070035620,"HAMMER, 6LB",no
2070036970,"SAW, BOW",no
2050035270,"EXTENSION, W/RACHET OR LEVER WITH ENC 3/4""X 82""",no
2070037250,"SREWDRIVER, CROSS, 1/4""X 13""",no
2070034450,"CHISEL, 3/4""",no
2070034000,"ALLEN KEY, 9 MM",no
2070034460,"CHISEL, 3/8""",no
2070034470,"CHISEL, 5/8""",no
2070034480,"CHISEL, 7/8""",no
2070040740,"WRENCH, RATCHET, 1/2"", 150 RPM",no
2070040750,"HEX WRENCH, SOCKET, KIT, 8 - 32MM",no
2070036550,"PLIERS, DIAGONAL CUTTING, 207GHL, URREA",no
2070040760,"KEY, COMBINATION, WRENCH, 34MM",no
2070040770,"SOCKET WRENCH SET, 10 MM - 24 MM",no
2070038170,"SOCKET, ALLEN KEY, 36mm X 1.1/2"" DRIVE",no
2070038180,"SOCKET, ALLEN KEY, 29mm X 1.1/2"" DRIVE",no
2070033570,"VICEGRIP, 200mm",no
2070038770,"SPANNER, COMBINATION, 34mm",no
2070038780,"SPANNER, COMBINATION, 36mm",no
2070038790,"SPANNER, FLOGGING 46mm",no
2070038800,"SPANNER, COMBINATION, SET, 8 - 24mm",no
2070034490,"CHISEL, MASONRY, 1""",no
2070036560,"PLIERS, CIRCLIP, INTERNAL, 8""",no
2070036570,"PLIERS, CIRCLIP, EXTERNAL, 8""",no
1120002010,"CLINO RULE, 1m",no
2070035200,"ANGLE GRINDER, SMALL, MK11",no
2070034570,"COMPRESSOR, AIR, 100 L",no
2070035210,"DIE GRINDER, COLLET CHUCK, Ø6mm",no
2070035220,"ANGLE GRINDER, LARGE",no
2070035630,"HAMMER, 2LB",no
2070040780,"WRENCH, PIPE, 12""",no
2070038810,"SPANNER, SHIFTING, 10""",no
2070038820,"SPANNER, SHIFTING, 8""",no
2070038830,"SPANNER, SHIFTING, 6""",no
2070034010,"ALLEN KEY, 5/32"" - 3/8"", SET, IMPERIAL",no
2070038840,"TUBE SPANNER, 46MM (WEDGEBOLTS)",no
2070033580,"SPIRIT LEVEL, DIGITAL, 1 M",no
2070034640,"CRIMPING TOOL, 90mm LUG",no
2070043570,"COLUMN ALIGNMENT TOOL, COLUMN & HEAD FRAME, 009-08-165",no
2070043580,"LOCKNUT INSTALLATION TOOL, MHE, 009-22-001",no
2050035280,"HOOK SPANNER, MOTOR PINION ALLIGNMENT, MHE, 009-22-055",no
2050019110,"LOCKING PLATES, PILOT BEARING, 3RD RED, 009-05-272",no
2070043890,"HEIGHT GAUGE, VERNIER, 0 - 200 MM",no
2070040790,"WRENCH, TORQUE, 1/2"" DRIVE, 11 - 25 Nm",no
2050035290,"WRENCH, SOCKET, 24 PIECE SET",no
2070033590,"BOTTLE JACK, 4 TON",no
2070042310,OIL APPLICATOR CAN 500CC (ML) LEVER  ACTION,no
2050035300,"SLIP GAUGES, SET 47 PIECES, STEEL GRADE 2",no
2050012840,"HEIGHT GAUGE, DIGITAL, 0-300MM",no
2070040030,"VERNIER CALIPER, DIGITAL 0-150MM",no
2070036220,"MICROMETER, EXTERNAL, 100-125 MM, INSIZE",no
2070036230,"MICROMETER, INTERNAL, 0-300MM",no
2070036240,"MICROMETER, EXTERNAL, 200-225MM, INSIZE",no
2070042320,"TOOL, DEBURRING, 3,2MM, SWIVEL BLADE",no
2060012210,"PROFILE GAUGE, H-17 CAT SEAL RAMP, CUTTERS, CUT-02-112",no
2060012220,"PROFILE GAUGE, H23 CAT SEAL RAMP, CUTTERS, CUT-02-111",no
2050035310,"LOCATING PIN, GM6-9, BGM6 SAI",no
2070035640,"CHIPPING HAMMER, WELDING",no
2070043590,"TOOL, EXPANSION PIN REMOVAL, AUX EQUIPMENT, 009-13-026",no
2070038190,"SOCKET, ALLEN KEY, 22mm X 1"" DRIVE",no
2070043600,"SPECIAL TOOL, FLOATBOX SUPPORT DRUM, RD6-13-109",no
2070043610,"SPECIAL TOOL, WATER SWIVEL SPANNER,AUX EQUIPMENT,RD6-13-104",no
2070043620,"SPECIAL TOOL,PIPELOADER TRANS FRAME, AUX EQUIP,RD6-13-001",no
2070034580,"COMPRESSOR, AIR SCREW, 7.5kW, 10 Bar, 14I/s, GX7-10EP, ATLAS",no
2070040800,"SOCKET L WRENCH, 14mm",no
2070040810,"SOCKET L WRENCH, 19mm",no
2070043900,"KEY, DRILL EXTENSION, 10""",no
2070043910,"KEY, DRILL EXTENSION, 5""",no
2070040820,"WRENCH, ADJUSTABLE, 300 mm",no
2050035320,"RING, TRI-CONE 12.1/4"", CALIPER, IN 312 mm",no
2070008610,"CLIP, STEEL WIRE, 33/64",no
2070037260,"SCREWDRIVER, 5 mm",no
2070037270,"SCREWDRIVER, 10 mm",no
2070037280,"SCREWDRIVER, PHILLIPS, 08 mm",no
2070037690,"SOCKET WRENCH, 09mm",no
2070036580,"PLIERS, PRESSURE, 11""",no
2070036250,"MICROMETER, INTERNAL, SET, 50-1000 mm",no
2070042330,"HANDLE, TOOL, FILE, 02",no
2070033260,"RING, TRI-CONE 12.1/4"", CALIPER, IN 307 mm",no
2070033270,"RING, TRI-CONE 12.1/4"", CALIPER, IN 308 mm",no
2070033280,"RING, TRI-CONE 12.1/4"", CALIPER, IN 309 mm",no
2070033290,"RING, TRI-CONE 12.1/4"", CALIPER, IN 310 mm",no
2070043630,"SPECIAL TOOL, 2ND RED TRANSPORT FRAME, MSC-19-877",no
2070038850,"SPANNER, COMBINATION, 30mm",no
2070035230,"GRINDER, ANGULAR,  7"", 220V",no
2070035240,"GRINDER, ANGULAR, 1/2"", 220V",no
2070040830,"WRENCH, ADJUSTABLE, 200 mm",no
2070040840,"WRENCH, ADJUSTABLE, 250 mm",no
2070038200,"SOCKET,KEY, 30MM",no
2070038210,"SOCKET,KEY, 32MM",no
2070034020,"ALLEN, KEY,  1 1/4""",no
2070036980,"HANDSAW, 20""X 500MM",no
2050035330,"PULLER, GEAR, MOD.8565-4",no
2070040850,"WRENCH, COMBINATION, 33MM",no
1010002090,"BAND STRAP, 480MM, HYDAC",no
2050039460,"MAGNETIC TANK CLEANER, HYDROLINE, MT-21",no
2070013160,"NUT, SPINDLE, DD, BQ",no
2050027900,"SPADE, LASHER, NO2",no
2070033600,"SPIRIT LEVEL, 600mm",no
2070040860,"PIPE WRENCH, 48""",no
2050035340,"MAKE UP KIT, MR120",no
2050019120,"LOCKING PLATE, MAIN FRAME, RD6-01-193",no
2070041570,COLLAR INDAU 250,no
2070040870,"WRENCH, TORQUE, 1/2"" DRIVE, DIAL DISPLAY, 0 - 45 Nm",no
2070042340,"DRILL, HAMMER, ELECTRIC, 230V",no
2070042350,"BOLT CUTTER, 600mm",no
2070038220,"SOCKET, ALLEN KEY, 17mm X 1"" DRIVE",no
2070038230,"SOCKET, ALLEN KEY, 19mm X 1"" DRIVE",no
2070037700,"SOCKET, 34mm X 1"" DRIVE",no
2070038240,"SOCKET, ALLEN KEY, 36mm X 1"" DRIVE",no
2070037710,"SOCKET, 46mm X 1"" DRIVE",no
1050004010,"SAW BLADE, CIRCULAR, 7-1/4""",no
2070042360,"DRILL, M18, Ø13mm CHUCK, M18CBLDD-0, MILWAUKEE",no
2070035250,"ANGLE GRINDER, M18 FUEL, 125mm, M18FSAG125XPDB-0, MILWAUKEE",no
2070035260,"DIE GRINDER, M18 FUEL, 1/4"", M18FDG-0, MILWAUKEE",no
2070036990,"CIRCULAR SAW, M18 FUEL, 184mm, M18FCS66-0, MILWAUKEE",no
2070042370,"DRILL, ROTARY HAMMER, M18, HD18H-0, MILWAUKEE",no
2070042380,"TOOL TROLLEY, RED, 13 DRAWER, 61073010, KING TONY",no
2070042390,"TOOL KIT, 525 PIECE,  13 DRAWER, 61074645, KING TONY",no
2070042400,"TOOL KIT, 74 PIECE, APPRENTICE ELECTRICAL, 91718031, CRESENT",no
2070040880,"BATTERY TORQUE WRENCH, 3400Nm, SRB HA 3400, ATLAS COPCO",no
1050006540,"TOOLHOLDER,THREAD,EXT, 11 1/4"" 3-ST, MER29-D32X32(14V80),CHI",no
1050006550,"TOOLHOLDER,THREAD,INT, 11 1/4"" 3-ST,MNR29-DS32X32(14V80),CHI",no
1050006560,"TOOLHOLDER,THREAD,EXT, 12 7/8"" DI-42,MER29-D32X32(13V80),CHI",no
1050006570,"TOOLHOLDER,THREAD,INT,12 7/8"" DI-42,MNR29-DS32X32(13V80),CHI",no
1050006580,"TOOLHOLDER,THREAD,EXT, 14 3/4"", 3-ST,MER29-D32X32(17V80),CHI",no
1050006590,"TOOLHOLDER,THREAD,INT,14 3/4"", 3-ST,MNR29-DS32X32(17V80),CHI",no
2070042410,"TORPEDO LEVEL, MAGNETIC, 9 """,no
2070040890,"WRENCH, ADJUSTABLE, 18 """,no
2070040900,"WRENCH, TORQUE, 1/4"" DRIVE, DIAL DISPLAY, 8 - 40 Nm",no
2070042420,"MOTOTOOL RECTIFIER, 25,000 RPM, MAKITA",no
2070038860,"SPANNER, COMBINATION, 1""",no
2070038870,"SPANNER, COMBINATION, 27mm",no
2070038880,"SPANNER, COMBINATION, 28mm",no
2070038720,"SPANNER, COMBINATION, 32mm",no
2070034360,"SPRING CALIPER, OUTSIDE SOLID NUT, 6""",no
2070034370,"SPRING CALIPER, OUTSIDE SOLID NUT, 10""",no
2070033610,"VICE GRIP, 250mm",no
2070042430,"SPIKE AFTOOL, MARLIN, 300mm X 25mm",no
2050035350,"TOMMY BAR, 400mm",no
2070036590,"GRIP PLIERS, WATER PUMP, INSULATED, 400mm",no
2070033620,"SIDE CUTTER, HEAVY DUTY, 280mm, MAC AFRIC",no
2070035040,"ENGINEERS FILE, HALF ROUND, SMOOTH, 300mm",no
2070035050,"ENGINEERS FILE, ROUND BASTARD, 300mm",no
2070035060,"ENGINEERS FILE, ROUND, SMOOTH, 300mm",no
2070034500,"CHISEL, 300mm",no
2070037420,"SCREW DRIVER, SET, STAR, S/M/L",no
2070042440,"SPIRIT LEVEL, PROFESSIONAL, BOX, 600mm/ 24""",no
2070036600,"PLIERS, COMBINATION, 200mm",no
2070038900,"SPANNER, FLOGGING, 36mm",no
2070038910,"SPANNER, COMBINATION, 18mm",no
2070038920,"SPANNER, COMBINATION, 16mm",no
2050035360,"SHANK FURUKAWA, HD 712 STD, T51M, 590MM, 51MM, T51 128SF-002",no
2070038250,"ALLEN SOCKET, 3/4"" x 19 mm",no
2070037720,"SOCKET SET, IMP, 3/4"" DR, 17mm -60mm",no
2070038260,"ALLEN SOCKET, 3/4"" x 17 mm",no
2070038270,"ALLEN SOCKET, 3/4"" x 22 mm",no
2070034560,"AIR COMPRESSOR, 12 CFM, 100L",no
2070031030,"AIR HOSE, PVC, BLUE, 10mm x 30m, DIXON",no
2070035270,"ANGLE GRINDER, 18V, MILWAUKEE",no
2050026190,"CAST SWIVEL, 125mm, VICE ENG",no
2070042450,"DRILL, MILWAUKEE, 18V",no
2050035370,"GASKET SCRAPER, HEAVY DUTY, 4 PIECE",no
2070035100,"GREASE GUN, MILWAUKEE, 18V",no
2070042460,"HAND FILE, 10"", 5 PIECE",no
2070043920,"PICK & HOOK SET, 4 PIECE, 321800, KING TONY",no
2070036610,"PLIERS, FLUSH CUTTER, 115mm",no
2070036620,"PLIERS, LONG NOSE, 225mm, TONY KING",no
2070036630,"PLIERS, WATER PUMP, MULTI GRIP, 560mm, COBRA KNIPEX",no
2070035650,"PNEUMATIC HAMMER, INCL CHISELS",no
2070040060,"PRESSURE WASHER, 2000W",no
2070036860,"PRY BAR, 3 PIECE",no
2070037000,"RECIPROCATING SAW, MILWAUKEE, 18V",no
